chr	gene	nSNPs	nSims	start	stop	Test	geneBased.pval	topSNP	topSNP.pval	genome	cohort	outcome	disease
1	CTH	131	1000	70866900	70915534	74.4225129487618	0.854145854145854	rs138466200	0.01693	S	M	DD	noALL
2	CTLA4	50	1000	204722510	204748683	51.9152853851886	0.348651348651349	rs231771	0.00779100000000003	S	M	DD	noALL
4	CXCL10	92	1000	76932268	76954689	38.023890104221	0.749250749250749	rs10000436	0.09882	S	M	DD	noALL
4	CXCL8	39	1000	74596222	74619433	10.6369480495655	0.865134865134865	rs1951242	0.252099999999999	S	M	DD	noALL
19	CYP2B6	189	1000	41487203	41534301	109.407010517058	0.759240759240759	rs28697074	0.01894	S	M	DD	noALL
10	CYP2C19	306	1000	96512462	96622671	428.460081639604	0.20979020979021	rs4291603	0.02244	S	M	DD	noALL
10	CYP2C9	262	1000	96688414	96759148	423.981425285232	0.142857142857143	rs2475377	0.0173399999999999	S	M	DD	noALL
7	CYP3A5	74	1000	99235811	99287649	54.2383335595073	0.606393606393606	rs28365094	0.006876	S	M	DD	noALL
14	DAAM1	615	1000	59645380	59848123	747.195819130105	0.265734265734266	rs116952384	0.00823	S	M	DD	noALL
6	EDN1	73	1000	12280528	12307427	59.5567276434865	0.569430569430569	rs74708211	0.02066	S	M	DD	noALL
6	ESR1	1354	1000	152001630	152434408	1334.6452443825	0.423576423576424	rs1983664	0.001806	S	M	DD	noALL
10	FAS	214	1000	90740287	90785542	234.886860868311	0.316683316683317	rs10887885	0.0286500000000001	S	M	DD	noALL
1	FASLG	61	1000	172618184	172646012	78.6482241463935	0.244755244755245	rs5030772	0.00127900000000001	S	M	DD	noALL
1	FCGR2A	120	1000	161465204	161499360	91.0258781292163	0.665334665334665	rs10919282	0.00826899999999998	S	M	DD	noALL
11	FEN1	29	1000	61550108	61574714	8.92311248891944	0.917082917082917	rs4564341	0.0641899999999997	S	M	DD	noALL
6	GCLC	240	1000	53352139	53419927	239.432703879888	0.382617382617383	rs1901773	0.002267	S	M	DD	noALL
1	GCLM	139	1000	94342589	94385012	111.470148281067	0.549450549450549	rs4847265	0.00724999999999997	S	M	DD	noALL
22	GGT1	195	1000	24969717	25034972	254.04991080206	0.178821178821179	rs193265868	0.00892600000000001	S	M	DD	noALL
3	GPX1	31	1000	49384608	49405791	15.7948986162783	0.788211788211788	rs114918429	0.1868	S	M	DD	noALL
14	GPX2	79	1000	65395869	65419623	36.8804848117844	0.808191808191808	rs17881652	0.112	S	M	DD	noALL
5	GPX3	81	1000	150389998	150418554	76.0336360366085	0.43956043956044	rs3763009	0.002075	S	M	DD	noALL
6	GSTA1	91	1000	52646177	52678664	18.5823344575788	0.975024975024975	rs148023804	0.0794599999999996	S	M	DD	noALL
1	GSTM1	42	1000	110220417	110246367	51.3900420780799	0.201798201798202	rs185411429	0.01243	S	M	DD	noALL
1	GSTM2	80	1000	110200643	110236619	51.8243108623766	0.802197802197802	rs185411429	0.01243	S	M	DD	noALL
1	GSTM3	56	1000	110266553	110293660	72.707610575048	0.223776223776224	rs139672534	0.02249	S	M	DD	noALL
1	GSTM4	90	1000	110188697	110218123	39.1540101124007	0.957042957042957	rs140934911	0.01888	S	M	DD	noALL
1	GSTM5	104	1000	110244863	110270890	129.401341150894	0.258741258741259	rs17024661	0.03223	S	M	DD	noALL
11	GSTP1	84	1000	67341065	67364124	67.4667649552	0.486513486513487	rs749174	0.0667800000000002	S	M	DD	noALL
22	GSTT1	9	1000	24366138	24394284	4.72536310070506	0.851148851148851	rs184092821	0.0777900000000001	S	M	DD	noALL
14	GZMB	80	1000	25090160	25113432	88.3142297888947	0.317682317682318	rs138872393	0.0346000000000001	S	M	DD	noALL
13	HMGB1	52	1000	31022878	31050081	47.0930354465839	0.42957042957043	rs4353357	0.0151899999999999	S	M	DD	noALL
4	HPSE	166	10000	84203613	84266306	484.78254873416	0.0148985101489851	rs4693612	0.00370699999999998	S	M	DD	noALL
19	ICAM1	90	1000	10371516	10407291	142.360186033249	0.0919080919080919	rs118167853	0.00532600000000001	S	M	DD	noALL
2	ICOS	174	1000	204791470	204836298	249.159995617437	0.144855144855145	rs192387417	0.0342500000000002	S	M	DD	noALL
12	IFNG	78	1000	68538549	68563521	50.303205082327	0.628371628371628	rs10878762	0.00957199999999999	S	M	DD	noALL
6	IFNGR1	72	1000	137508620	137550567	74.0853916797653	0.383616383616384	rs4896243	0.02358	S	M	DD	noALL
21	IFNGR2	146	1000	34765201	34819828	159.846205386462	0.343656343656344	rs148664357	0.01025	S	M	DD	noALL
8	IKBKB	154	1000	42118819	42200171	111.451979455239	0.633366633366633	rs141420666	0.00894799999999998	S	M	DD	noALL
1	IL10	64	1000	206930947	206955839	100.835302028918	0.137862137862138	rs3001101	0.01039	S	M	DD	noALL
11	IL10RA	87	1000	117847105	117882199	47.9329327150223	0.737262737262737	rs4252310	0.0560299999999999	S	M	DD	noALL
21	IL10RB	157	1000	34628664	34679539	108.963960874306	0.677322677322677	rs73191813	0.0667900000000001	S	M	DD	noALL
3	IL12A	74	1000	159696622	159723806	69.1011537068916	0.422577422577423	rs2561284	0.0368200000000001	S	M	DD	noALL
5	IL12B	66	1000	158731790	158767481	44.7523704293295	0.677322677322677	rs147473399	0.0469999999999997	S	M	DD	noALL
19	IL12RB1	254	1000	18159804	18219626	313.199388961227	0.255744255744256	rs365216	0.02428	S	M	DD	noALL
5	IL13	42	1000	131983864	132006801	31.173050823958	0.572427572427572	rs185722420	0.0298299999999999	S	M	DD	noALL
10	IL15RA	222	1000	5984333	6030150	133.623719862553	0.844155844155844	rs17146980	0.0230300000000001	S	M	DD	noALL
11	IL18	98	1000	112003973	112044840	94.3357918181356	0.441558441558442	rs360717	0.07067	S	M	DD	noALL
2	IL1A	83	1000	113521491	113552971	29.9161247932975	0.759240759240759	rs3783515	0.0588699999999999	S	M	DD	noALL
2	IL1B	51	1000	113577336	113604356	63.4969271440009	0.273726273726274	rs3917381	0.003307	S	M	DD	noALL
2	IL1R1	382	1000	102676835	102806334	237.08472499951	0.787212787212787	rs184298968	0.0376499999999998	S	M	DD	noALL
2	IL1RN	148	1000	113865469	113901593	309.440460142787	0.0779220779220779	rs2902452	0.00954700000000001	S	M	DD	noALL
4	IL2	50	1000	123362625	123387650	40.9222272476955	0.526473526473527	rs56239914	0.0792899999999998	S	M	DD	noALL
1	IL23R	320	1000	67622168	67735650	224.728121529189	0.706293706293706	rs116360994	0.0128	S	M	DD	noALL
10	IL2RA	304	1000	6042656	6114333	171.999509575307	0.918081918081918	rs9633775	0.0126	S	M	DD	noALL
5	IL4	64	1000	131999677	132028370	32.0524701241234	0.751248751248751	rs185652639	0.01666	S	M	DD	noALL
16	IL4R	218	1000	27315229	27386099	171.892830018424	0.594405594405594	rs72782399	0.01942	S	M	DD	noALL
7	IL6	98	1000	22756765	22781621	105.452544992357	0.346653346653347	rs2056576	0.0170700000000001	S	M	DD	noALL
1	IL6R	196	1000	154367668	154451926	192.371007012616	0.407592407592408	rs79794939	0.02125	S	M	DD	noALL
5	IL7R	138	1000	35846976	35889705	56.9708643614558	0.809190809190809	rs189834096	0.148199999999998	S	M	DD	noALL
19	IRF3	39	1000	50152825	50179132	22.5737897993864	0.721278721278721	rs143322306	0.1108	S	M	DD	noALL
12	KLRK1	100	1000	10514951	10552653	65.7394564678137	0.572427572427572	rs7313688	0.0352400000000001	S	M	DD	noALL
19	LIG1	317	1000	48608701	48683860	298.389166175001	0.448551448551449	rs193089351	0.00588899999999999	S	M	DD	noALL
17	LIG3	43	1000	33297516	33342088	20.415588162553	0.867132867132867	rs3135967	0.1173	S	M	DD	noALL
12	LRP1	157	10000	57512281	57617125	315.980894523803	0.0451954804519548	rs1800174	0.01539	S	M	DD	noALL
19	MADCAM1	165	1000	486489	515343	182.131574236582	0.312687312687313	rs3745925	0.00420299999999999	S	M	DD	noALL
2	MAL	48	1000	95681399	95729737	40.1312146309765	0.562437562437562	rs144581168	0.00757400000000001	S	M	DD	noALL
3	MBD4	70	1000	129139786	129169022	118.784293169075	0.174825174825175	rs140695	0.03574	S	M	DD	noALL
10	MBL2	126	1000	54515139	54541460	104.557774301313	0.522477522477522	rs17664818	0.00672399999999999	S	M	DD	noALL
12	MGST1	151	1000	16490075	16540123	202.337538544741	0.201798201798202	rs3844373	0.001421	S	M	DD	noALL
22	MIF	106	10000	24226564	24247409	220.136703437591	0.0500949905009499	rs79785209	0.002437	S	M	DD	noALL
16	MPG	87	1000	117017	145850	79.6665864461657	0.462537462537463	rs12919210	0.0388400000000001	S	M	DD	noALL
17	MPO	61	1000	56337216	56368296	37.2767011084966	0.787212787212787	rs2071409	0.00930800000000006	S	M	DD	noALL
1	MTHFR	230	10000	11835786	11876160	582.824132750146	0.0431956804319568	rs114083374	0.009752	S	M	DD	noALL
1	MTR	335	1000	236948580	237077281	652.199924672282	0.0849150849150849	rs2275568	0.001669	S	M	DD	noALL
5	MTRR	260	1000	7859216	7911235	306.530611682328	0.278721278721279	rs115253331	0.01268	S	M	DD	noALL
1	MUTYH	40	1000	45784913	45816142	24.0063349460274	0.774225774225774	rs12071147	0.106500000000001	S	M	DD	noALL
8	NAT1	390	1000	18017970	18091198	604.472586808771	0.102897102897103	rs7387461	0.000365699999999998	S	M	DD	noALL
8	NAT2	206	1000	18238754	18268723	128.270016497544	0.691308691308691	rs150113275	0.0697700000000002	S	M	DD	noALL
4	NFKB1	248	10000	103412485	103548459	758.97371966738	0.0272972702729727	rs230523	0.006561	S	M	DD	noALL
10	NFKB2	54	1000	104143866	104172286	52.8799448349833	0.443556443556444	rs12360253	0.01218	S	M	DD	noALL
14	NFKBIA	95	1000	35860715	35883960	104.604933578234	0.308691308691309	rs141188697	0.00148299999999997	S	M	DD	noALL
19	NFKBIB	70	1000	39380339	39409534	59.7103713783015	0.507492507492508	rs143789480	0.0118300000000001	S	M	DD	noALL
1	NLRP3	294	10000	247569457	247622406	459.187293232978	0.0636936306369363	rs73136256	0.000115399999999998	S	M	DD	noALL
16	NOD2	102	1000	50721049	50776987	55.6018396918522	0.768231768231768	rs75925741	0.0204599999999999	S	M	DD	noALL
12	NOS1	486	1000	117635946	117809607	385.622533599664	0.644355644355644	rs73206083	0.002629	S	M	DD	noALL
17	NOS2	197	1000	26073791	26137555	274.99083830747	0.187812187812188	rs12709500	0.00493	S	M	DD	noALL
7	NOS3	102	1000	150678143	150721687	80.1697019008022	0.648351648351648	rs6946598	0.03678	S	M	DD	noALL
16	NTHL1	58	1000	2079815	2107867	60.0329439210776	0.355644355644356	rs2516737	0.00774400000000002	S	M	DD	noALL
3	OGG1	70	10000	9781627	9818353	180.168294718535	0.0114988501149885	rs1052133	0.000308499999999999	S	M	DD	noALL
12	OLR1	143	1000	10300898	10334790	74.6826803524268	0.753246753246753	rs3912640	0.0136799999999999	S	M	DD	noALL
12	P2RX7	353	1000	121560621	121634354	314.950642123693	0.477522477522478	rs117629432	0.008877	S	M	DD	noALL
1	PARP1	199	1000	226538391	226605801	215.678553623804	0.356643356643357	rs748883	0.00837500000000003	S	M	DD	noALL
20	PCNA	78	1000	5085598	5117268	40.6756026541745	0.666333666333666	rs77129042	0.01603	S	M	DD	noALL
22	PDGFB	132	1000	39609684	39650957	66.1833400002512	0.869130869130869	rs6001509	0.00741900000000003	S	M	DD	noALL
4	PDGFC	358	1000	157672762	157902546	557.090515672396	0.105894105894106	rs17035412	0.000605500000000015	S	M	DD	noALL
11	PDGFD	991	1000	103767913	104045027	1317.71196857063	0.150849150849151	rs10750677	0.00402900000000001	S	M	DD	noALL
4	PDGFRA	205	1000	55085263	55174412	139.082636254096	0.609390609390609	rs41279525	0.0351199999999998	S	M	DD	noALL
5	PDGFRB	199	1000	149483401	149545422	202.931715556201	0.403596403596404	rs116046272	0.0156600000000001	S	M	DD	noALL
17	PECAM1	102	1000	62386776	62417083	33.9253754423324	0.913086913086913	rs117795383	0.0839199999999992	S	M	DD	noALL
19	PNKP	63	1000	50354459	50380822	54.8018315276305	0.477522477522478	rs1669150	0.013	S	M	DD	noALL
8	POLB	122	1000	42185972	42239331	102.614736697074	0.446553446553447	rs141279009	0.00391699999999998	S	M	DD	noALL
19	POLD1	141	1000	50877579	50931275	133.323092501128	0.422577422577423	rs117882241	0.0186999999999999	S	M	DD	noALL
7	POLD2	76	1000	44144278	44173169	45.5327293774323	0.734265734265734	rs2537189	0.118400000000001	S	M	DD	noALL
12	POLE	272	1000	133190347	133274110	209.991752620685	0.522477522477522	rs111454116	0.02384	S	M	DD	noALL
18	POLI	165	1000	51785848	51834604	277.184429588174	0.154845154845155	rs3218786	0.00204699999999999	S	M	DD	noALL
10	POLL	53	1000	103328638	103358027	20.9636552205974	0.83016983016983	rs142534477	0.135100000000001	S	M	DD	noALL
7	PON1	126	1000	94917668	94963884	213.731385917043	0.0849150849150849	rs3917558	0.00970699999999999	S	M	DD	noALL
9	PTGS1	158	1000	125122808	125167982	184.627451572901	0.288711288711289	rs75215842	0.02737	S	M	DD	noALL
1	PTGS2	107	1000	186630943	186659559	134.886054661195	0.255744255744256	rs5277	0.0031	S	M	DD	noALL
1	PTPN22	147	1000	114346432	114424375	122.906847254282	0.527472527472527	rs148863058	0.01418	S	M	DD	noALL
6	RAET1E	116	1000	150194510	150227195	52.8877550685548	0.734265734265734	rs34381248	0.0892000000000004	S	M	DD	noALL
6	RAET1G	87	1000	150228013	150254214	58.5598332593465	0.65034965034965	rs7738773	0.00242399999999999	S	M	DD	noALL
6	RAET1L	89	10000	150331265	150356668	238.557515148854	0.0360963903609639	rs1324590	0.001782	S	M	DD	noALL
19	RELB	131	1000	45494706	45551456	111.087703935651	0.578421578421578	rs62117224	0.03345	S	M	DD	noALL
4	RFC1	173	1000	39279068	39378001	62.0538466142362	0.942057942057942	rs17334812	0.0339399999999999	S	M	DD	noALL
7	RFC2	73	1000	73635831	73678788	140.986597515554	0.0789210789210789	rs146357067	0.000189399999999996	S	M	DD	noALL
13	RFC3	369	1000	34382205	34550695	449.977974843601	0.264735264735265	rs9563941	0.002832	S	M	DD	noALL
3	RFC4	74	1000	186497681	186534484	93.4047335247837	0.257742257742258	rs266720	0.03404	S	M	DD	noALL
12	RFC5	108	1000	118444505	118480042	93.4882131973687	0.54045954045954	rs7134745	0.01041	S	M	DD	noALL
1	SELL	179	1000	169649805	169690843	165.810448311997	0.468531468531469	rs75776028	0.01063	S	M	DD	noALL
5	SLC22A4	192	1000	131620144	131689899	163.764202674966	0.44955044955045	rs114597829	0.02358	S	M	DD	noALL
5	SLC22A5	132	1000	131695400	131741306	79.4580268836781	0.652347652347652	rs11746555	0.0968700000000011	S	M	DD	noALL
12	SMUG1	64	1000	54564141	54592778	68.2332843612845	0.33966033966034	rs61921386	0.0196500000000001	S	M	DD	noALL
2	STAT4	284	1000	191884301	192026322	133.069071755028	0.945054945054945	rs116037653	0.0357799999999997	S	M	DD	noALL
11	TCN1	33	1000	59610280	59644041	36.8735668309033	0.296703296703297	rs147684643	0.0199100000000001	S	M	DD	noALL
22	TCN2	260	1000	30993069	31033047	169.102353397386	0.77022977022977	rs8141535	0.02025	S	M	DD	noALL
12	TDG	171	1000	104349592	104392656	65.9207839933702	0.946053946053946	rs4135045	0.0568899999999996	S	M	DD	noALL
19	TGFB1	91	1000	41826435	41869838	44.3132157938963	0.901098901098901	rs75820821	0.0517399999999996	S	M	DD	noALL
1	TGFB2	239	1000	218508675	218627961	386.067618818117	0.0869130869130869	rs141573895	0.00238100000000001	S	M	DD	noALL
9	TGFBR1	134	1000	101857411	101926473	121.238937396626	0.403596403596404	rs13286149	0.05407	S	M	DD	noALL
3	TGFBR2	335	1000	30637993	30745633	335.696204473798	0.415584415584416	rs3773663	0.007479	S	M	DD	noALL
1	TGFBR3	784	1000	92135899	92381559	928.680988325729	0.246753246753247	rs2765890	0.00121699999999998	S	M	DD	noALL
4	TLR1	117	1000	38787875	38816412	225.838230591636	0.0909090909090909	rs2101521	0.00795800000000003	S	M	DD	noALL
4	TLR10	188	10000	38763859	38794611	429.238663548635	0.0483951604839516	rs10002420	0.00577999999999995	S	M	DD	noALL
4	TLR2	93	1000	154595440	154637242	53.1209651443658	0.813186813186813	rs5743708	0.0510099999999999	S	M	DD	noALL
4	TLR3	140	1000	186980308	187016252	131.305204648761	0.480519480519481	rs78963230	0.03373	S	M	DD	noALL
9	TLR4	81	1000	120456452	120489769	142.117840841256	0.105894105894106	rs2737190	0.01199	S	M	DD	noALL
1	TLR5	193	1000	223272747	223326624	129.300232865054	0.588411588411588	rs5744118	0.017	S	M	DD	noALL
4	TLR6	201	1000	38815328	38868438	200.494472622876	0.397602397602398	rs76032079	0.0419499999999996	S	M	DD	noALL
3	TLR9	36	1000	52245095	52270179	23.8856383447789	0.647352647352647	rs5743840	0.0404200000000001	S	M	DD	noALL
6	TNF	71	10000	31533343	31556112	176.990058219516	0.0133986601339866	rs2844484	0.003804	S	M	DD	noALL
8	TNFRSF10A	183	1000	23038969	23092680	280.200336719434	0.126873126873127	rs117210134	0.00747600000000002	S	M	DD	noALL
12	TNFRSF1A	71	1000	6427922	6461283	84.6104399139288	0.27972027972028	rs5742912	0.00130400000000002	S	M	DD	noALL
1	TNFRSF1B	204	1000	12217059	12279277	110.253731657688	0.876123876123876	rs61774888	0.0581	S	M	DD	noALL
3	TNFSF10	180	1000	172213297	172251297	148.991881810717	0.525474525474525	rs3136583	0.03516	S	M	DD	noALL
1	TNFSF4	118	1000	173142869	173186471	93.9760173461862	0.565434565434565	rs10912564	0.02794	S	M	DD	noALL
22	TYMP	85	1000	50954180	50978514	142.128558972039	0.10989010989011	rs5770769	0.003574	S	M	DD	noALL
6	ULBP3	96	1000	150375742	150400202	83.1172377710982	0.477522477522478	rs472469	0.0572999999999997	S	M	DD	noALL
12	UNG	83	1000	109525398	109558798	63.6758799867103	0.622377622377622	rs138715624	0.0165600000000001	S	M	DD	noALL
12	VDR	229	1000	48225319	48308814	262.940627446439	0.282717282717283	rs3922882	0.001112	S	M	DD	noALL
19	XRCC1	167	1000	44037463	44089730	111.129688260562	0.726273726273726	rs73556512	0.01784	S	M	DD	noALL
7	ABCB1	471	1000	87123178	87352639	742.06492063748	0.0819180819180819	rs117503479	0.000396699999999992	S	M	OS	ALLonly
16	ABCC1	707	1000	16033433	16246930	651.139812842377	0.516483516483517	rs150807931	0.000129900000000003	S	M	OS	ALLonly
13	ABCC4	1201	1000	95662082	95963687	1278.3358107116	0.322677322677323	rs1751024	0.002042	S	M	OS	ALLonly
4	ABCG2	520	1000	89001415	89162474	617.737971258586	0.245754245754246	rs13149967	0.00484	S	M	OS	ALLonly
14	APEX1	68	1000	20913289	20935931	55.7498432249501	0.525474525474525	rs4429194	0.05716	S	M	OS	ALLonly
19	C3	265	1000	6667845	6730662	185.570450290062	0.783216783216783	rs11085195	0.002479	S	M	OS	ALLonly
19	CARD8	316	1000	48701342	48769203	457.915415027771	0.146853146853147	rs6509363	0.0106899999999999	S	M	OS	ALLonly
21	CBS	213	1000	44463300	44506472	134.142384368939	0.78021978021978	rs71322506	0.00730099999999999	S	M	OS	ALLonly
3	CCR5	79	1000	46401632	46427697	56.8810523138345	0.604395604395604	rs35893284	0.003858	S	M	OS	ALLonly
5	CD14	56	10000	140001312	140023286	175.465670880322	0.0287971202879712	rs2915863	0.00882299999999997	S	M	OS	ALLonly
9	CD274	143	1000	5440502	5480567	157.664566002993	0.335664335664336	rs62560214	6.603e-05	S	M	OS	ALLonly
2	CD28	134	1000	204561197	204613636	79.2573019304078	0.751248751248751	rs35988305	0.1118	S	M	OS	ALLonly
20	CD40	88	1000	44736905	44768384	67.4333058736522	0.643356643356643	rs745307	0.0180600000000001	S	M	OS	ALLonly
3	CD86	181	1000	121764208	121849988	100.605957937883	0.895104895104895	rs142430718	0.01557	S	M	OS	ALLonly
10	CHUK	138	1000	101938123	101999344	67.1831095428112	0.738261738261738	rs17885986	0.0557899999999998	S	M	OS	ALLonly
1	CTH	131	1000	70866900	70915534	92.6174539640569	0.7002997002997	rs583316	0.0416599999999999	S	M	OS	ALLonly
2	CTLA4	50	1000	204722510	204748683	28.7216449856673	0.668331668331668	rs11571290	0.0695999999999997	S	M	OS	ALLonly
4	CXCL10	92	1000	76932268	76954689	25.4269614539986	0.883116883116883	rs79680622	0.0337900000000001	S	M	OS	ALLonly
4	CXCL8	39	1000	74596222	74619433	62.6735052839128	0.184815184815185	rs2227543	0.0594199999999998	S	M	OS	ALLonly
19	CYP2B6	189	1000	41487203	41534301	237.907133279915	0.271728271728272	rs35659050	0.0148299999999999	S	M	OS	ALLonly
10	CYP2C19	306	10000	96512462	96622671	723.147381233939	0.0482951704829517	rs77739805	8.26999999999998e-05	S	M	OS	ALLonly
10	CYP2C9	262	1000	96688414	96759148	501.627413750199	0.0959040959040959	rs78273824	0.0121	S	M	OS	ALLonly
7	CYP3A5	74	1000	99235811	99287649	66.0166855755223	0.49050949050949	rs28365088	0.01571	S	M	OS	ALLonly
14	DAAM1	615	1000	59645380	59848123	617.490108350412	0.415584415584416	rs4901918	0.003036	S	M	OS	ALLonly
6	EDN1	73	1000	12280528	12307427	54.7083032643034	0.611388611388611	rs2248580	0.0434	S	M	OS	ALLonly
6	ESR1	1354	1000	152001630	152434408	1106.80890065472	0.666333666333666	rs150383919	0.001937	S	M	OS	ALLonly
10	FAS	214	1000	90740287	90785542	178.828938166176	0.500499500499501	rs9658702	0.00294	S	M	OS	ALLonly
1	FASLG	61	1000	172618184	172646012	37.884387869217	0.7002997002997	rs5030772	0.06588	S	M	OS	ALLonly
1	FCGR2A	120	1000	161465204	161499360	73.016658466976	0.83016983016983	rs387693	0.0304100000000001	S	M	OS	ALLonly
11	FEN1	29	1000	61550108	61574714	17.0687803404275	0.643356643356643	rs188885524	0.0530800000000003	S	M	OS	ALLonly
6	GCLC	240	1000	53352139	53419927	368.543262279418	0.133866133866134	rs512827	0.0204000000000001	S	M	OS	ALLonly
1	GCLM	139	1000	94342589	94385012	209.567132708411	0.150849150849151	rs17885006	0.000805699999999987	S	M	OS	ALLonly
22	GGT1	195	1000	24969717	25034972	158.120748049798	0.615384615384615	rs28718604	0.003359	S	M	OS	ALLonly
3	GPX1	31	1000	49384608	49405791	28.326632692175	0.463536463536464	rs72554696	0.0198500000000001	S	M	OS	ALLonly
14	GPX2	79	1000	65395869	65419623	77.6127210396021	0.388611388611389	rs72728205	0.0389100000000001	S	M	OS	ALLonly
5	GPX3	81	1000	150389998	150418554	46.424235779986	0.734265734265734	rs6888961	0.03258	S	M	OS	ALLonly
6	GSTA1	91	1000	52646177	52678664	48.4626971480546	0.69030969030969	rs9395825	0.0567099999999999	S	M	OS	ALLonly
1	GSTM1	42	10000	110220417	110246367	80.8429877140613	0.0111988801119888	rs144162863	0.01525	S	M	OS	ALLonly
1	GSTM2	80	10000	110200643	110236619	142.266360782936	0.0524947505249475	rs599363	0.00147700000000001	S	M	OS	ALLonly
1	GSTM3	56	1000	110266553	110293660	65.6850493362629	0.2997002997003	rs41283504	0.00141500000000001	S	M	OS	ALLonly
1	GSTM4	90	1000	110188697	110218123	88.8754317254745	0.408591408591409	rs574344	0.007091	S	M	OS	ALLonly
1	GSTM5	104	1000	110244863	110270890	184.658626943982	0.0689310689310689	rs35283204	0.00348399999999999	S	M	OS	ALLonly
11	GSTP1	84	1000	67341065	67364124	65.5467327909343	0.507492507492508	rs4930449	0.027	S	M	OS	ALLonly
22	GSTT1	9	1000	24366138	24394284	10.0163012791211	0.34965034965035	rs56106137	0.102899999999999	S	M	OS	ALLonly
14	GZMB	80	1000	25090160	25113432	86.0273835088931	0.338661338661339	rs55841179	0.00446100000000001	S	M	OS	ALLonly
13	HMGB1	52	1000	31022878	31050081	69.3870472799963	0.1998001998002	rs17074619	0.01658	S	M	OS	ALLonly
4	HPSE	166	10000	84203613	84266306	395.816277372882	0.0334966503349665	rs79111975	0.00364900000000003	S	M	OS	ALLonly
19	ICAM1	90	1000	10371516	10407291	55.3871411670612	0.834165834165834	rs1801714	0.00791099999999996	S	M	OS	ALLonly
2	ICOS	174	1000	204791470	204836298	110.880346181384	0.774225774225774	rs10932032	0.02626	S	M	OS	ALLonly
12	IFNG	78	1000	68538549	68563521	100.899873585996	0.236763236763237	rs118069859	0.01059	S	M	OS	ALLonly
6	IFNGR1	72	1000	137508620	137550567	99.2624923924591	0.140859140859141	rs11759276	0.0246299999999998	S	M	OS	ALLonly
21	IFNGR2	146	1000	34765201	34819828	77.0184116423485	0.843156843156843	rs10775653	0.102600000000001	S	M	OS	ALLonly
8	IKBKB	154	1000	42118819	42200171	131.74489977689	0.495504495504495	rs13270719	1.45899999999997e-05	S	M	OS	ALLonly
1	IL10	64	1000	206930947	206955839	55.5037960253329	0.472527472527473	rs112618605	0.01834	S	M	OS	ALLonly
11	IL10RA	87	1000	117847105	117882199	84.0266273445301	0.445554445554446	rs4252286	0.00609600000000001	S	M	OS	ALLonly
21	IL10RB	157	1000	34628664	34679539	117.822996636307	0.619380619380619	rs2244305	0.01372	S	M	OS	ALLonly
3	IL12A	74	1000	159696622	159723806	85.5184148608731	0.297702297702298	rs2243133	0.002157	S	M	OS	ALLonly
5	IL12B	66	1000	158731790	158767481	50.9611694689368	0.565434565434565	rs2546893	0.01879	S	M	OS	ALLonly
19	IL12RB1	254	1000	18159804	18219626	199.792526652523	0.603396603396603	rs10424168	0.02027	S	M	OS	ALLonly
5	IL13	42	1000	131983864	132006801	18.2752222584895	0.849150849150849	rs114089912	0.1314	S	M	OS	ALLonly
10	IL15RA	222	1000	5984333	6030150	215.596888994897	0.483516483516484	rs8177636	0.00134600000000002	S	M	OS	ALLonly
11	IL18	98	1000	112003973	112044840	40.2215852817544	0.894105894105894	rs143442996	0.0929199999999999	S	M	OS	ALLonly
2	IL1A	83	1000	113521491	113552971	30.0168530088733	0.767232767232767	rs80134366	0.01177	S	M	OS	ALLonly
2	IL1B	51	1000	113577336	113604356	32.9993707570248	0.692307692307692	rs3917368	0.0765200000000004	S	M	OS	ALLonly
2	IL1R1	382	1000	102676835	102806334	403.219266624755	0.354645354645355	rs147835066	0.00340000000000001	S	M	OS	ALLonly
2	IL1RN	148	1000	113865469	113901593	202.237463003422	0.21978021978022	rs397211	0.01314	S	M	OS	ALLonly
4	IL2	50	1000	123362625	123387650	18.6312934145979	0.874125874125874	rs186070932	0.208300000000001	S	M	OS	ALLonly
1	IL23R	320	1000	67622168	67735650	337.507513364476	0.355644355644356	rs147716707	0.002472	S	M	OS	ALLonly
10	IL2RA	304	1000	6042656	6114333	394.894473360776	0.175824175824176	rs12722604	0.00410599999999998	S	M	OS	ALLonly
5	IL4	64	1000	131999677	132028370	37.533344904562	0.637362637362637	rs2243268	0.0872899999999998	S	M	OS	ALLonly
16	IL4R	218	1000	27315229	27386099	259.646720890546	0.263736263736264	rs3024619	0.0136499999999999	S	M	OS	ALLonly
7	IL6	98	10000	22756765	22781621	186.080966179106	0.0696930306969303	rs7791815	0.00224400000000001	S	M	OS	ALLonly
1	IL6R	196	10000	154367668	154451926	525.554271355528	0.0164983501649835	rs4845618	0.000405099999999992	S	M	OS	ALLonly
5	IL7R	138	1000	35846976	35889705	83.8405737258847	0.673326673326673	rs189834096	0.0372299999999998	S	M	OS	ALLonly
19	IRF3	39	1000	50152825	50179132	23.2068262837047	0.727272727272727	rs35272206	0.0549099999999999	S	M	OS	ALLonly
12	KLRK1	100	1000	10514951	10552653	60.9360397616094	0.62037962037962	rs17514056	0.02799	S	M	OS	ALLonly
19	LIG1	317	1000	48608701	48683860	519.341322712623	0.135864135864136	rs274893	0.01031	S	M	OS	ALLonly
17	LIG3	43	1000	33297516	33342088	31.3395689826656	0.577422577422577	rs12944692	0.0701699999999998	S	M	OS	ALLonly
